[run number],number-of-tasks,vicinity-radius,dependence-exponent,number-of-people,willingness-to-help,initial-patience,self-conscious-coeff,[step]
445,100,10,0.5,3,100,100,1,188
442,100,10,0.5,3,100,100,1,188
446,100,10,0.5,3,100,100,1,262
443,100,10,0.5,3,100,100,1,223
438,100,10,0.5,3,100,100,1,253
448,100,10,0.5,3,100,100,1,253
450,100,10,0.5,3,100,100,1,246
449,100,10,0.5,3,100,100,1,245
447,100,10,0.5,3,100,100,1,202
451,100,10,0.5,3,100,100,1,240
454,100,10,0.5,3,100,100,1,175
456,100,10,0.5,3,100,100,1,223
460,100,10,0.5,3,100,100,1,190
458,100,10,0.5,3,100,100,1,226
455,100,10,0.5,3,100,100,1,240
453,100,10,0.5,3,100,100,1,242
463,100,10,0.5,3,100,100,1,195
452,100,10,0.5,3,100,100,1,229
459,100,10,0.5,3,100,100,1,216
457,100,10,0.5,3,100,100,1,232
464,100,10,0.5,3,100,100,1,224
461,100,10,0.5,3,100,100,1,279
465,100,10,0.5,3,100,100,1,300
466,100,10,0.5,3,100,100,1,219
467,100,10,0.5,3,100,100,1,206
462,100,10,0.5,3,100,100,1,295
470,100,10,0.5,3,100,100,1,218
469,100,10,0.5,3,100,100,1,227
471,100,10,0.5,3,100,100,1,204
468,100,10,0.5,3,100,100,1,205
474,100,10,0.5,3,100,100,1,174
472,100,10,0.5,3,100,100,1,296
478,100,10,0.5,3,100,100,1,223
475,100,10,0.5,3,100,100,1,208
473,100,10,0.5,3,100,100,1,243
477,100,10,0.5,3,100,100,1,208
480,100,10,0.5,3,100,100,1,215
479,100,10,0.5,3,100,100,1,182
476,100,10,0.5,3,100,100,1,243
481,100,10,0.5,3,100,100,1,217
482,100,10,0.5,3,100,100,1,216
489,100,10,0.5,3,100,100,1,204
485,100,10,0.5,3,100,100,1,203
486,100,10,0.5,3,100,100,1,201
483,100,10,0.5,3,100,100,1,216
487,100,10,0.5,3,100,100,1,168
484,100,10,0.5,3,100,100,1,246
490,100,10,0.5,3,100,100,1,194
488,100,10,0.5,3,100,100,1,244
494,100,10,0.5,3,100,100,1,225
495,100,10,0.5,3,100,100,1,207
491,100,10,0.5,3,100,100,1,207
493,100,10,0.5,3,100,100,1,245
496,100,10,0.5,3,100,100,1,191
492,100,10,0.5,3,100,100,1,296
498,100,10,0.5,3,100,100,1,188
501,100,10,0.5,3,100,100,1.5,180
499,100,10,0.5,3,100,100,1,210
497,100,10,0.5,3,100,100,1,195
502,100,10,0.5,3,100,100,1.5,212
504,100,10,0.5,3,100,100,1.5,194
503,100,10,0.5,3,100,100,1.5,243
506,100,10,0.5,3,100,100,1.5,211
505,100,10,0.5,3,100,100,1.5,263
500,100,10,0.5,3,100,100,1,252
507,100,10,0.5,3,100,100,1.5,188
509,100,10,0.5,3,100,100,1.5,234
510,100,10,0.5,3,100,100,1.5,198
508,100,10,0.5,3,100,100,1.5,263
514,100,10,0.5,3,100,100,1.5,174
512,100,10,0.5,3,100,100,1.5,199
513,100,10,0.5,3,100,100,1.5,199
518,100,10,0.5,3,100,100,1.5,197
515,100,10,0.5,3,100,100,1.5,215
511,100,10,0.5,3,100,100,1.5,231
517,100,10,0.5,3,100,100,1.5,190
521,100,10,0.5,3,100,100,1.5,194
520,100,10,0.5,3,100,100,1.5,192
519,100,10,0.5,3,100,100,1.5,241
523,100,10,0.5,3,100,100,1.5,219
516,100,10,0.5,3,100,100,1.5,318
522,100,10,0.5,3,100,100,1.5,251
527,100,10,0.5,3,100,100,1.5,185
528,100,10,0.5,3,100,100,1.5,197
532,100,10,0.5,3,100,100,1.5,178
524,100,10,0.5,3,100,100,1.5,252
530,100,10,0.5,3,100,100,1.5,194
531,100,10,0.5,3,100,100,1.5,218
525,100,10,0.5,3,100,100,1.5,247
529,100,10,0.5,3,100,100,1.5,246
534,100,10,0.5,3,100,100,1.5,241
526,100,10,0.5,3,100,100,1.5,286
533,100,10,0.5,3,100,100,1.5,225
535,100,10,0.5,3,100,100,1.5,257
537,100,10,0.5,3,100,100,1.5,161
536,100,10,0.5,3,100,100,1.5,207
539,100,10,0.5,3,100,100,1.5,213
545,100,10,0.5,3,100,100,1.5,198
540,100,10,0.5,3,100,100,1.5,242
541,100,10,0.5,3,100,100,1.5,188
538,100,10,0.5,3,100,100,1.5,252
552,100,10,0.5,3,100,100,1.5,199
547,100,10,0.5,3,100,100,1.5,217
544,100,10,0.5,3,100,100,1.5,264
551,100,10,0.5,3,100,100,1.5,228
542,100,10,0.5,3,100,100,1.5,224
543,100,10,0.5,3,100,100,1.5,248
548,100,10,0.5,3,100,100,1.5,290
549,100,10,0.5,3,100,100,1.5,210
546,100,10,0.5,3,100,100,1.5,222
550,100,10,0.5,3,100,100,1.5,264
553,100,10,0.5,3,100,100,1.5,225
554,100,10,0.5,3,100,100,1.5,266
555,100,10,0.5,3,100,100,1.5,296
556,100,10,0.5,3,100,100,1.5,205
557,100,10,0.5,3,100,100,1.5,182
560,100,10,0.5,3,100,100,1.5,185
558,100,10,0.5,3,100,100,1.5,171
565,100,10,0.5,3,100,100,1.5,210
559,100,10,0.5,3,100,100,1.5,215
562,100,10,0.5,3,100,100,1.5,236
561,100,10,0.5,3,100,100,1.5,227
566,100,10,0.5,3,100,100,1.5,176
563,100,10,0.5,3,100,100,1.5,208
564,100,10,0.5,3,100,100,1.5,240
570,100,10,0.5,3,100,100,1.5,218
569,100,10,0.5,3,100,100,1.5,199
568,100,10,0.5,3,100,100,1.5,203
573,100,10,0.5,3,100,100,1.5,204
572,100,10,0.5,3,100,100,1.5,205
567,100,10,0.5,3,100,100,1.5,275
574,100,10,0.5,3,100,100,1.5,236
571,100,10,0.5,3,100,100,1.5,322
577,100,10,0.5,3,100,100,1.5,211
576,100,10,0.5,3,100,100,1.5,245
578,100,10,0.5,3,100,100,1.5,195
579,100,10,0.5,3,100,100,1.5,242
580,100,10,0.5,3,100,100,1.5,220
575,100,10,0.5,3,100,100,1.5,225
583,100,10,0.5,3,100,100,1.5,203
585,100,10,0.5,3,100,100,1.5,172
584,100,10,0.5,3,100,100,1.5,243
581,100,10,0.5,3,100,100,1.5,177
582,100,10,0.5,3,100,100,1.5,205
587,100,10,0.5,3,100,100,1.5,233
589,100,10,0.5,3,100,100,1.5,250
591,100,10,0.5,3,100,100,1.5,190
592,100,10,0.5,3,100,100,1.5,227
586,100,10,0.5,3,100,100,1.5,238
594,100,10,0.5,3,100,100,1.5,173
590,100,10,0.5,3,100,100,1.5,298
593,100,10,0.5,3,100,100,1.5,256
595,100,10,0.5,3,100,100,1.5,179
602,100,10,0.5,5,100,100,0.5,145
605,100,10,0.5,5,100,100,0.5,128
588,100,10,0.5,3,100,100,1.5,242
604,100,10,0.5,5,100,100,0.5,116
603,100,10,0.5,5,100,100,0.5,140
601,100,10,0.5,5,100,100,0.5,153
596,100,10,0.5,3,100,100,1.5,207
606,100,10,0.5,5,100,100,0.5,126
599,100,10,0.5,3,100,100,1.5,201
597,100,10,0.5,3,100,100,1.5,213
600,100,10,0.5,3,100,100,1.5,190
608,100,10,0.5,5,100,100,0.5,148
609,100,10,0.5,5,100,100,0.5,120
598,100,10,0.5,3,100,100,1.5,234
607,100,10,0.5,5,100,100,0.5,183
612,100,10,0.5,5,100,100,0.5,116
611,100,10,0.5,5,100,100,0.5,155
614,100,10,0.5,5,100,100,0.5,164
610,100,10,0.5,5,100,100,0.5,146
619,100,10,0.5,5,100,100,0.5,134
622,100,10,0.5,5,100,100,0.5,130
618,100,10,0.5,5,100,100,0.5,143
615,100,10,0.5,5,100,100,0.5,183
617,100,10,0.5,5,100,100,0.5,170
616,100,10,0.5,5,100,100,0.5,152
620,100,10,0.5,5,100,100,0.5,168
623,100,10,0.5,5,100,100,0.5,144
621,100,10,0.5,5,100,100,0.5,138
626,100,10,0.5,5,100,100,0.5,105
613,100,10,0.5,5,100,100,0.5,205
624,100,10,0.5,5,100,100,0.5,156
625,100,10,0.5,5,100,100,0.5,180
627,100,10,0.5,5,100,100,0.5,139
628,100,10,0.5,5,100,100,0.5,133
631,100,10,0.5,5,100,100,0.5,144
633,100,10,0.5,5,100,100,0.5,125
636,100,10,0.5,5,100,100,0.5,131
630,100,10,0.5,5,100,100,0.5,134
629,100,10,0.5,5,100,100,0.5,155
639,100,10,0.5,5,100,100,0.5,127
635,100,10,0.5,5,100,100,0.5,123
632,100,10,0.5,5,100,100,0.5,147
637,100,10,0.5,5,100,100,0.5,193
642,100,10,0.5,5,100,100,0.5,156
634,100,10,0.5,5,100,100,0.5,169
640,100,10,0.5,5,100,100,0.5,138
